transactionitemid,transactionid,productid,quantity,unitprice
141621,76310,6,1,4.78
141622,76310,16,1,0.67
141623,76311,9,1,5.10
141624,76311,16,1,0.70
141625,76312,6,1,4.84
141626,76312,12,1,5.30
141627,76313,5,1,5.47
141628,76313,14,2,5.36
141629,76314,3,1,5.52
141630,76315,3,1,5.44
141631,76315,5,1,5.31
141632,76315,4,1,6.05
141633,76316,3,1,5.32
141634,76316,13,1,5.80
141635,76317,1,1,4.84
141636,76317,14,1,5.57
141637,76318,15,1,5.09
141638,76318,8,1,4.70
141639,76319,4,1,6.02
141640,76319,10,1,5.40
141641,76320,3,1,5.46
141642,76321,2,1,5.51
141643,76321,1,1,4.93
141644,76322,4,1,6.02
141645,76322,4,2,6.00
141646,76323,5,1,5.34
141647,76323,11,1,5.35
141648,76324,12,1,5.31
141649,76324,16,1,0.69
141650,76325,14,1,5.34
141651,76326,11,1,5.23
141652,76326,5,1,5.41
141653,76326,1,1,5.03
141654,76327,12,1,5.20
141655,76328,9,1,5.17
141656,76329,13,1,5.79
141657,76329,9,1,5.14
141658,76329,16,1,0.70
141659,76330,4,1,5.74
141660,76331,14,1,5.41
141661,76332,1,1,4.97
141662,76333,4,1,5.85
141663,76333,13,1,5.88
141664,76334,6,2,4.90
141665,76334,2,1,5.59
141666,76334,5,2,5.51
141667,76335,7,1,4.49
141668,76336,4,1,5.99
141669,76336,16,1,0.67
141670,76337,2,1,5.39
141671,76338,6,1,4.68
141672,76339,1,2,4.83
141673,76340,1,1,4.85
141674,76340,16,1,0.68
141675,76341,10,1,5.37
141676,76342,13,1,5.76
141677,76342,16,1,0.67
141678,76343,9,1,5.24
141679,76343,5,1,5.51
141680,76344,15,1,5.38
141681,76344,1,1,5.08
141682,76345,11,1,5.33
141683,76345,7,1,4.47
141684,76345,8,1,4.73
141685,76346,6,2,4.87
141686,76346,13,1,5.94
141687,76347,6,1,4.86
141688,76348,13,1,5.99
141689,76349,10,1,5.24
141690,76349,4,1,5.94
141691,76349,10,1,5.22
141692,76350,10,1,5.28
141693,76350,4,1,5.97
141694,76350,14,1,5.37
141695,76350,5,1,5.37
141696,76351,1,1,5.00
141697,76351,6,1,4.90
141698,76351,6,2,4.66
141699,76351,4,1,5.82
141700,76352,6,1,4.77
141701,76353,6,1,4.74
141702,76353,16,1,0.70
141703,76354,14,2,5.40
141704,76355,5,1,5.53
141705,76356,1,1,5.00
141706,76356,3,1,5.52
141707,76356,1,1,5.05
141708,76356,5,1,5.47
141709,76357,3,1,5.51
141710,76358,6,1,4.76
141711,76358,5,1,5.56
141712,76359,2,1,5.32
141713,76359,4,2,5.76
141714,76359,15,1,5.28
141715,76359,6,1,4.90
141716,76360,2,1,5.58
141717,76360,5,1,5.32
141718,76361,14,1,5.30
141719,76362,1,1,5.10
141720,76362,9,1,5.26
141721,76363,9,1,5.37
141722,76363,1,2,5.00
141723,76364,2,1,5.56
141724,76364,14,1,5.52
141725,76365,4,1,6.02
141726,76366,13,2,5.94
141727,76368,12,1,5.37
141728,76368,5,1,5.44
141729,76369,4,1,5.79
141730,76369,12,1,5.11
141731,76369,10,1,5.40
141732,76369,13,1,6.04
141733,76370,1,1,4.95
141734,76370,4,2,5.98
141735,76371,14,1,5.48
141736,76371,4,1,5.92
141737,76372,16,1,0.67
141738,76373,4,2,6.04
141739,76373,16,1,0.69
141740,76374,11,2,5.31
141741,76374,4,2,6.02
141742,76374,2,1,5.40
141743,76375,9,1,5.36
141744,76375,3,1,5.56
141745,76375,1,2,4.89
141746,76375,16,1,0.66
141747,76376,4,1,5.88
141748,76376,16,1,0.68
141749,76377,15,1,5.11
141750,76377,11,1,5.16
141751,76377,9,1,5.39
141752,76377,16,1,0.70
141753,76378,11,1,5.26
141754,76379,7,1,4.47
141755,76380,4,2,5.93
141756,76381,6,1,4.76
141757,76381,8,2,4.69
141758,76381,16,1,0.69
141759,76382,9,1,5.32
141760,76383,4,2,5.85
141761,76383,3,1,5.56
141762,76383,11,1,5.29
141763,76384,12,1,5.32
141764,76384,14,2,5.51
141765,76384,16,1,0.66
141766,76385,1,1,5.02
141767,76385,15,1,5.16
141768,76386,7,1,4.47
141769,76387,10,1,5.28
141770,76387,16,1,0.70
141771,76388,5,1,5.32
141772,76389,10,1,5.17
141773,76389,1,1,5.07
141774,76390,12,1,5.14
141775,76390,16,1,0.70
141776,76391,10,1,5.29
141777,76391,16,1,0.66
141778,76392,14,1,5.49
141779,76392,5,1,5.40
141780,76393,8,1,4.71
141781,76394,5,1,5.27
141782,76394,16,1,0.68
141783,76395,14,1,5.54
141784,76395,16,1,0.70
141785,76396,5,1,5.49
141786,76396,11,1,5.33
141787,76396,14,1,5.32
141788,76396,2,1,5.41
141789,76397,7,1,4.44
141790,76397,16,1,0.66
141791,76398,2,1,5.57
141792,76400,3,1,5.40
141793,76400,1,1,4.94
141794,76400,13,1,5.73
141795,76401,13,1,5.86
141796,76401,6,1,4.71
141797,76401,2,2,5.43
141798,76401,3,1,5.32
141799,76401,16,1,0.66
141800,76402,3,2,5.41
141801,76402,12,1,5.13
141802,76402,1,2,4.95
141803,76402,16,1,0.67
141804,76403,13,1,5.82
141805,76404,16,1,0.67
141806,76404,10,1,5.21
141807,76404,11,2,5.39
141808,76405,8,1,4.87
141809,76405,11,1,5.32
141810,76405,13,2,6.03
141811,76406,1,1,4.85
141812,76407,7,2,4.54
141813,76407,13,1,5.87
141814,76408,5,1,5.32
141815,76408,16,1,0.70
141816,76409,4,1,5.97
141817,76410,2,1,5.42
141818,76411,8,1,4.69
141819,76412,1,1,5.04
141820,76413,2,1,5.38
141821,76413,6,1,4.77
141822,76414,6,1,4.74
141823,76414,16,1,0.67
141824,76415,13,1,5.99
141825,76416,8,1,4.85
141826,76416,5,1,5.49
141827,76416,10,1,5.14
141828,76416,7,1,4.57
141829,76417,7,1,4.46
141830,76418,6,1,4.87
141831,76418,16,1,0.68
141832,76419,5,1,5.32
141833,76419,16,1,0.68
141834,76420,5,1,5.32
141835,76421,3,1,5.32
141836,76421,6,1,4.74
141837,76421,14,1,5.45
141838,76422,9,1,5.32
141839,76422,2,1,5.46
141840,76423,4,2,5.88
141841,76424,1,1,5.06
141842,76425,6,1,4.83
141843,76426,5,1,5.44
141844,76427,15,1,5.10
141845,76427,16,1,0.66
141846,76427,8,1,4.85
141847,76427,12,1,5.31
141848,76428,1,2,4.94
141849,76428,16,1,0.66
141850,76429,7,1,4.55
141851,76429,9,1,5.12
141852,76429,2,1,5.37
141853,76429,11,1,5.19
141854,76430,7,1,4.56
141855,76431,12,1,5.09
141856,76431,9,1,5.11
141857,76431,6,1,4.87
141858,76432,11,1,5.35
141859,76433,9,1,5.37
141860,76434,2,1,5.58
141861,76435,3,2,5.32
141862,76436,7,1,4.63
141863,76436,9,1,5.16
141864,76436,10,1,5.14
141865,76437,2,1,5.30
141866,76438,6,1,4.91
141867,76438,13,1,5.87
141868,76439,9,1,5.18
141869,76439,9,1,5.13
141870,76439,3,1,5.54
141871,76440,15,1,5.20
141872,76440,12,1,5.18
141873,76441,6,1,4.76
141874,76441,3,1,5.58
141875,76442,1,1,4.87
141876,76442,4,1,5.89
141877,76443,10,1,5.19
141878,76444,3,1,5.49
141879,76444,16,1,0.69
141880,76445,8,1,4.87
141881,76445,5,1,5.42
141882,76445,11,1,5.16
141883,76446,16,2,0.69
141884,76446,1,1,4.97
141885,76446,11,1,5.15
141886,76446,16,1,0.67
141887,76447,13,1,5.77
141888,76448,2,1,5.59
141889,76448,2,2,5.51
141890,76449,15,1,5.20
141891,76449,16,1,0.69
141892,76450,15,1,5.31
141893,76450,5,1,5.51
141894,76451,1,1,4.85
141895,76451,7,1,4.63
141896,76451,1,1,5.11
141897,76451,2,1,5.30
141898,76452,15,1,5.37
141899,76453,14,1,5.39
141900,76455,14,1,5.41
141901,76455,11,1,5.40
141902,76456,4,1,5.89
141903,76456,16,1,0.69
141904,76457,11,1,5.38
141905,76457,3,2,5.51
141906,76458,9,1,5.22
141907,76458,16,1,0.69
141908,76459,3,1,5.58
141909,76459,16,1,0.68
141910,76460,6,1,4.79
141911,76460,14,1,5.32
141912,76460,13,1,6.02
141913,76461,14,2,5.41
141914,76462,16,1,0.68
141915,76463,10,2,5.34
141916,76463,15,1,5.13
141917,76464,15,1,5.39
141918,76465,10,1,5.25
141919,76465,9,1,5.35
141920,76465,16,1,0.69
141921,76466,13,1,5.70
141922,76467,1,1,4.95
141923,76467,16,1,0.67
141924,76468,5,1,5.37
141925,76468,13,1,5.89
141926,76469,16,1,0.68
141927,76469,16,1,0.66
141928,76470,2,1,5.28
141929,76471,15,1,5.29
141930,76472,5,1,5.27
141931,76473,7,1,4.55
141932,76473,1,1,4.87
141933,76473,16,1,0.68
141934,76474,12,1,5.40
141935,76474,6,1,4.72
141936,76474,13,1,5.82
141937,76474,13,1,5.70
141938,76474,16,1,0.67
141939,76475,11,1,5.18
141940,76476,2,1,5.51
141941,76476,4,1,5.94
141942,76476,16,1,0.68
141943,76478,12,1,5.09
141944,76478,9,1,5.12
141945,76478,16,1,0.68
141946,76479,10,1,5.16
141947,76479,3,1,5.42
141948,76480,4,1,5.81
141949,76481,9,1,5.32
141950,76481,12,1,5.29
141951,76482,5,1,5.33
141952,76482,16,1,0.69
141953,76483,14,1,5.42
141954,76483,2,1,5.27
141955,76484,8,1,4.87
141956,76485,1,1,5.00
141957,76485,5,1,5.28
141958,76486,2,1,5.32
141959,76486,4,1,6.02
141960,76487,5,1,5.39
141961,76487,14,1,5.32
141962,76488,7,1,4.55
141963,76489,4,1,6.01
141964,76490,7,1,4.43
141965,76490,16,1,0.66
141966,76491,10,1,5.25
141967,76491,14,2,5.54
141968,76492,9,1,5.32
141969,76492,1,1,4.96
141970,76493,9,1,5.21
141971,76493,16,1,0.69
141972,76494,13,2,5.99
141973,76494,15,1,5.32
141974,76495,6,1,4.93
141975,76496,13,2,5.91
141976,76496,5,1,5.44
141977,76496,15,1,5.32
141978,76497,7,1,4.45
141979,76498,1,2,4.96
141980,76499,8,1,4.82
141981,76500,11,1,5.28
141982,76501,10,1,5.21
141983,76501,16,1,0.68
141984,76502,10,1,5.21
141985,76502,14,1,5.34
141986,76503,10,1,5.12
141987,76504,11,1,5.38
141988,76504,16,1,0.68
141989,76505,14,1,5.51
141990,76505,5,1,5.48
141991,76505,11,1,5.15
141992,76505,5,1,5.54
141993,76506,7,1,4.62
141994,76507,6,1,4.74
141995,76507,1,1,4.97
141996,76508,1,1,5.10
141997,76509,3,1,5.31
141998,76510,1,1,5.07
141999,76511,9,2,5.29
142000,76512,6,1,4.90
142001,76512,14,1,5.47
142002,76512,6,1,4.75
142003,76512,13,1,6.00
142004,76513,14,1,5.34
142005,76514,9,1,5.40
142006,76515,6,1,4.73
142007,76516,13,1,5.84
142008,76517,8,1,4.81
142009,76518,12,1,5.39
142010,76518,12,1,5.10
142011,76518,16,1,0.70
142012,76519,2,1,5.51
142013,76519,16,1,0.66
142014,76521,14,2,5.56
142015,76522,15,1,5.33
142016,76523,2,1,5.35
142017,76523,1,1,5.10
142018,76524,4,1,6.02
142019,76525,5,1,5.55
142020,76525,1,1,4.91
142021,76525,16,1,0.70
142022,76526,5,1,5.36
142023,76527,2,1,5.42
142024,76527,16,1,0.69
142025,76528,9,1,5.29
142026,76528,16,1,0.67
142027,76528,2,1,5.51
142028,76528,8,1,4.85
142029,76529,3,1,5.31
142030,76530,6,1,4.72
142031,76531,4,1,5.79
142032,76531,16,1,0.70
142033,76532,6,2,4.93
142034,76532,8,2,4.86
142035,76533,6,1,4.89
142036,76533,10,1,5.14
142037,76533,7,1,4.52
142038,76534,5,1,5.27
142039,76534,4,1,5.96
142040,76535,10,1,5.15
142041,76535,16,1,0.68
142042,76536,1,1,5.09
142043,76536,10,1,5.37
142044,76537,15,1,5.17
142045,76538,7,1,4.46
142046,76538,16,1,0.70
142047,76539,3,1,5.28
142048,76539,1,2,5.06
142049,76540,9,2,5.13
142050,76540,6,1,4.68
142051,76540,16,1,0.68
142052,76541,11,1,5.25
142053,76541,16,1,0.67
142054,76542,7,1,4.58
142055,76542,5,1,5.41
142056,76542,16,1,0.69
142057,76543,8,1,4.85
142058,76544,3,1,5.42
142059,76544,5,1,5.30
142060,76544,16,1,0.67
142061,76545,3,1,5.37
142062,76545,16,1,0.68
142063,76546,5,1,5.51
142064,76546,16,1,0.70
142065,76547,12,1,5.33
142066,76547,2,1,5.57
142067,76548,14,1,5.57
142068,76548,3,1,5.30
142069,76549,14,1,5.32
142070,76549,1,1,5.08
142071,76550,9,2,5.10
142072,76550,3,2,5.34
142073,76551,4,2,5.95
142074,76551,16,1,0.67
142075,76552,16,2,0.69
142076,76552,2,1,5.49
142077,76552,12,1,5.36
142078,76553,3,1,5.32
142079,76553,2,1,5.54
142080,76554,16,1,0.69
142081,76554,4,1,5.80
142082,76555,4,1,5.96
142083,76556,11,1,5.36
142084,76556,16,1,0.67
142085,76557,16,1,0.68
142086,76558,11,1,5.21
142087,76558,16,1,0.69
142088,76559,15,1,5.18
142089,76559,1,1,5.08
142090,76559,2,1,5.45
142091,76560,12,1,5.11
142092,76560,9,1,5.23
142093,76560,16,1,0.66
142094,76561,11,1,5.22
142095,76561,2,1,5.40
142096,76561,12,1,5.12
142097,76561,6,2,4.82
142098,76562,7,1,4.41
142099,76562,9,1,5.20
142100,76562,2,1,5.28
142101,76562,3,2,5.51
142102,76562,16,1,0.68
142103,76563,4,1,5.96
142104,76564,4,1,6.05
142105,76565,3,1,5.56
142106,76565,1,1,5.08
142107,76565,14,1,5.29
142108,76566,6,1,4.72
142109,76566,11,1,5.09
142110,76566,16,1,0.68
142111,76567,13,1,6.05
142112,76568,8,1,4.84
142113,76569,9,1,5.18
142114,76569,16,1,0.70
142115,76570,3,2,5.49
142116,76571,10,1,5.23
142117,76571,12,2,5.12
142118,76572,3,1,5.42
142119,76573,11,1,5.12
142120,76573,12,1,5.19
142121,76573,16,1,0.67
142122,76574,5,1,5.55
142123,76575,4,1,5.77
142124,76576,5,1,5.56
142125,76576,6,1,4.72
142126,76576,7,1,4.44
142127,76577,7,1,4.55
142128,76578,11,1,5.14
142129,76579,13,1,5.79
142130,76579,8,1,4.93
142131,76579,16,1,0.67
142132,76580,3,1,5.34
142133,76580,12,1,5.39
142134,76580,5,2,5.43
142135,76581,14,1,5.50
142136,76582,13,1,5.87
142137,76584,13,1,5.95
142138,76584,6,1,4.86
142139,76584,16,1,0.66
142140,76585,1,2,5.01
142141,76586,6,1,4.91
142142,76586,2,1,5.58
142143,76587,7,1,4.53
142144,76588,5,2,5.31
142145,76589,11,1,5.13
142146,76590,9,1,5.15
142147,76591,9,1,5.26
142148,76591,3,1,5.50
142149,76592,5,2,5.46
142150,76592,11,1,5.14
142151,76593,4,1,6.02
142152,76594,14,1,5.41
142153,76595,15,1,5.23
142154,76595,11,1,5.39
142155,76595,2,1,5.59
142156,76596,9,1,5.29
142157,76597,10,1,5.23
142158,76598,15,1,5.38
142159,76599,11,1,5.34
142160,76600,14,1,5.31
142161,76600,10,2,5.09
142162,76600,9,1,5.09
142163,76600,16,1,0.68
142164,76601,2,1,5.37
142165,76601,11,1,5.31
142166,76602,9,1,5.37
142167,76603,4,1,6.02
142168,76603,2,1,5.57
142169,76603,3,1,5.33
142170,76603,16,1,0.69
142171,76604,11,1,5.36
142172,76604,16,1,0.68
142173,76605,13,2,5.80
142174,76605,16,1,0.66
142175,76606,11,1,5.38
142176,76606,12,1,5.29
142177,76607,7,1,4.43
142178,76608,9,1,5.37
142179,76608,5,2,5.27
142180,76610,1,2,5.11
142181,76610,3,1,5.57
142182,76611,13,1,5.92
142183,76611,4,1,5.80
142184,76611,5,2,5.35
142185,76611,16,1,0.67
142186,76612,6,2,4.70
142187,76613,2,1,5.40
142188,76613,16,1,0.68
142189,76614,2,2,5.57
142190,76614,2,1,5.53
142191,76615,3,1,5.41
142192,76615,8,1,4.75
142193,76616,10,1,5.40
142194,76616,8,1,4.70
142195,76617,3,2,5.28
142196,76618,3,1,5.33
142197,76618,3,1,5.57
142198,76618,4,1,5.89
142199,76619,14,1,5.41
142200,76620,12,1,5.17
142201,76621,2,2,5.46
142202,76622,1,1,4.83
142203,76622,16,1,0.68
142204,76624,9,1,5.38
142205,76625,8,1,4.70
142206,76625,3,1,5.53
142207,76625,1,2,5.10
142208,76626,15,1,5.32
142209,76627,1,1,5.08
142210,76627,1,1,5.01
142211,76628,12,1,5.40
142212,76628,10,1,5.10
142213,76629,5,1,5.45
142214,76629,5,1,5.56
142215,76630,9,1,5.27
142216,76630,1,1,5.05
142217,76630,2,1,5.37
142218,76630,16,1,0.66
142219,76631,6,1,4.71
142220,76631,6,1,4.92
142221,76631,9,1,5.32
142222,76631,16,1,0.70
142223,76632,2,1,5.44
142224,76632,16,1,0.68
142225,76633,1,1,5.01
142226,76633,16,1,0.69
142227,76634,15,1,5.16
142228,76635,10,1,5.38
142229,76636,8,2,4.80
142230,76636,15,1,5.22
142231,76636,16,1,0.70
142232,76637,3,1,5.41
142233,76637,5,1,5.32
142234,76637,6,1,4.69
142235,76637,16,1,0.69
142236,76638,11,1,5.37
142237,76638,16,1,0.70
142238,76639,10,1,5.40
142239,76639,2,1,5.58
142240,76640,1,1,5.08
142241,76640,16,1,0.69
142242,76640,16,1,0.67
142243,76641,1,1,4.89
142244,76642,4,1,5.82
142245,76642,11,1,5.34
142246,76642,14,1,5.35
142247,76642,11,1,5.10
142248,76643,5,1,5.35
142249,76644,14,1,5.32
142250,76644,5,1,5.30
142251,76645,1,1,5.01
142252,76646,6,1,4.93
142253,76647,3,1,5.48
142254,76647,12,1,5.11
142255,76647,4,2,5.96
142256,76647,16,1,0.70
142257,76648,9,1,5.34
142258,76648,2,1,5.37
142259,76649,5,2,5.29
142260,76649,1,1,4.84
142261,76649,9,2,5.11
142262,76649,16,1,0.68
142263,76650,16,2,0.67
142264,76650,2,1,5.35
142265,76650,16,1,0.69
142266,76651,11,2,5.22
142267,76651,16,1,0.68
142268,76652,5,1,5.54
142269,76653,10,1,5.33
142270,76653,10,1,5.18
142271,76654,1,1,5.10
142272,76655,4,1,6.05
142273,76656,1,1,4.85
142274,76657,2,1,5.34
142275,76658,5,1,5.31
142276,76660,10,1,5.24
142277,76660,13,1,5.94
142278,76660,7,1,4.58
142279,76660,3,1,5.34
142280,76660,16,1,0.70
142281,76661,15,1,5.28
142282,76662,8,1,4.74
142283,76662,11,1,5.22
142284,76662,16,1,0.69
142285,76663,3,1,5.39
142286,76664,5,2,5.28
142287,76664,11,1,5.23
142288,76665,8,1,4.65
142289,76665,16,1,0.69
142290,76666,16,2,0.67
142291,76666,5,1,5.49
142292,76666,4,1,5.84
142293,76667,1,1,4.87
142294,76667,9,1,5.28
142295,76668,13,1,5.78
142296,76668,2,1,5.32
142297,76668,5,1,5.59
142298,76669,1,1,4.90
142299,76669,4,1,5.90
142300,76669,5,1,5.28
142301,76670,15,1,5.38
142302,76670,6,1,4.73
142303,76671,11,1,5.36
142304,76671,11,1,5.30
142305,76671,1,1,4.97
142306,76671,16,1,0.69
142307,76672,4,1,5.78
142308,76673,4,1,5.84
142309,76674,2,1,5.32
142310,76674,5,1,5.29
142311,76674,3,1,5.47
142312,76675,1,1,5.05
142313,76676,15,1,5.40
142314,76677,4,2,5.71
142315,76678,3,1,5.45
142316,76678,3,2,5.30
142317,76679,15,1,5.38
142318,76679,9,2,5.37
142319,76679,12,1,5.38
142320,76680,9,1,5.24
142321,76680,4,2,5.74
142322,76681,2,2,5.30
142323,76682,8,1,4.76
142324,76682,3,2,5.40
142325,76682,1,2,4.88
142326,76683,15,1,5.31
142327,76684,11,1,5.28
142328,76685,10,1,5.30
142329,76685,12,2,5.22
142330,76685,12,1,5.13
142331,76686,2,1,5.31
142332,76686,5,1,5.51
142333,76686,8,1,4.65
142334,76687,13,1,5.79
142335,76689,2,1,5.46
142336,76689,2,1,5.29
142337,76690,15,1,5.27
142338,76691,5,1,5.28
142339,76691,4,2,5.79
142340,76691,15,1,5.12
142341,76692,11,1,5.40
142342,76692,11,1,5.14
142343,76692,2,1,5.33
142344,76692,16,1,0.67
142345,76693,14,1,5.27
142346,76693,16,1,0.70
142347,76694,10,1,5.34
142348,76695,4,2,5.96
142349,76696,5,1,5.51
142350,76696,4,1,5.84
142351,76697,3,1,5.42
142352,76698,2,1,5.31
142353,76699,1,1,4.93
142354,76699,14,1,5.41
142355,76699,16,1,0.70
142356,76700,15,1,5.34
142357,76700,10,1,5.09
142358,76701,4,1,5.84
142359,76701,8,1,4.92
142360,76701,16,1,0.66
142361,76702,5,2,5.30
142362,76703,10,1,5.25
142363,76704,8,2,4.85
142364,76705,10,2,5.26
142365,76705,4,1,5.83
142366,76706,14,2,5.57
142367,76707,7,1,4.61
142368,76707,7,1,4.41
142369,76708,8,1,4.73
142370,76709,10,1,5.18
142371,76710,7,2,4.61
142372,76711,6,1,4.77
142373,76712,4,1,5.75
142374,76713,2,1,5.38
142375,76713,6,1,4.71
142376,76714,10,1,5.31
142377,76714,4,1,5.84
142378,76714,10,1,5.34
142379,76715,11,2,5.26
142380,76715,7,1,4.51
142381,76715,13,1,5.88
142382,76716,1,1,4.87
142383,76717,15,2,5.39
142384,76718,2,1,5.53
142385,76719,10,1,5.22
142386,76720,6,1,4.68
142387,76720,4,2,5.86
142388,76721,14,1,5.42
142389,76721,4,1,6.04
142390,76722,6,1,4.69
142391,76724,10,2,5.15
142392,76725,5,1,5.39
142393,76725,5,1,5.27
142394,76725,16,1,0.68
142395,76726,10,1,5.16
142396,76726,5,1,5.32
142397,76727,4,1,5.88
142398,76728,10,1,5.14
142399,76729,5,1,5.45
142400,76730,5,1,5.54
142401,76731,10,1,5.23
142402,76732,4,1,6.03
142403,76732,12,1,5.28
142404,76733,1,1,4.83
142405,76734,13,1,5.79
142406,76734,15,1,5.12
142407,76735,12,1,5.18
142408,76736,12,1,5.34
142409,76736,9,1,5.19
142410,76736,16,1,0.68
142411,76737,10,1,5.22
142412,76738,15,1,5.10
142413,76739,2,1,5.29
142414,76739,5,1,5.53
142415,76740,16,1,0.67
142416,76741,8,1,4.75
142417,76742,13,1,5.97
142418,76743,3,1,5.32
142419,76743,1,1,4.97
142420,76743,16,1,0.68
142421,76744,1,1,4.84
142422,76744,1,1,4.84
142423,76744,4,1,5.82
142424,76744,5,1,5.47
142425,76745,3,2,5.40
142426,76746,5,1,5.42
142427,76747,12,1,5.35
142428,76747,16,1,0.68
142429,76748,10,1,5.36
142430,76748,5,1,5.34
142431,76748,6,1,4.75
142432,76748,4,1,5.72
142433,76749,2,1,5.28
142434,76750,1,1,5.02
142435,76751,1,1,5.02
142436,76751,11,1,5.22
142437,76751,11,1,5.27
142438,76752,2,2,5.38
142439,76753,9,1,5.37
142440,76754,2,1,5.57
142441,76754,1,1,4.84
142442,76755,6,1,4.79
142443,76755,1,1,4.85
142444,76756,7,1,4.51
142445,76757,1,1,4.94
142446,76758,5,2,5.36
142447,76759,7,1,4.54
142448,76759,4,1,6.02
142449,76760,9,1,5.35
142450,76761,8,1,4.87
142451,76761,16,1,0.67
142452,76762,15,1,5.25
142453,76762,5,1,5.35
142454,76763,14,1,5.49
142455,76763,2,1,5.52
142456,76764,5,1,5.49
142457,76764,13,1,6.02
142458,76765,2,1,5.54
142459,76765,16,1,0.67
142460,76766,10,1,5.18
142461,76766,8,1,4.84
142462,76767,9,1,5.27
142463,76767,16,1,0.70
142464,76768,5,1,5.29
142465,76768,3,1,5.46
142466,76769,1,1,5.03
142467,76770,1,1,5.03
142468,76771,3,1,5.31
142469,76771,15,1,5.13
142470,76772,9,1,5.17
142471,76772,2,1,5.44
142472,76772,15,1,5.17
142473,76773,2,1,5.41
142474,76773,8,1,4.82
142475,76774,10,1,5.26
142476,76774,3,1,5.33
142477,76774,2,1,5.40
142478,76775,1,1,4.99
142479,76775,6,1,4.66
142480,76776,1,1,4.97
142481,76776,4,1,5.77
142482,76777,1,1,4.88
142483,76778,14,1,5.46
142484,76778,11,1,5.22
142485,76778,3,1,5.59
142486,76780,15,1,5.28
142487,76780,7,1,4.65
142488,76780,10,1,5.13
142489,76780,3,1,5.32
142490,76781,4,1,6.04
142491,76782,5,1,5.47
142492,76782,12,1,5.24
142493,76783,1,1,5.09
142494,76783,4,1,5.71
142495,76784,6,1,4.72
142496,76785,16,1,0.69
142497,76785,15,1,5.19
142498,76786,9,1,5.36
142499,76786,16,1,0.70
142500,76786,1,1,4.89
142501,76787,10,1,5.16
142502,76788,8,1,4.84
142503,76789,3,1,5.45
142504,76789,3,1,5.56
142505,76789,15,2,5.16
142506,76790,4,1,6.03
142507,76791,6,1,4.79
142508,76792,4,1,5.97
142509,76793,11,1,5.13
142510,76794,1,1,4.96
142511,76794,3,1,5.32
142512,76795,8,1,4.65
142513,76795,13,1,5.75
142514,76795,7,1,4.64
142515,76796,5,1,5.51
142516,76797,4,1,5.80
142517,76798,3,1,5.52
142518,76799,4,1,5.87
142519,76799,1,1,4.96
142520,76800,2,1,5.39
142521,76801,11,1,5.19
142522,76801,10,1,5.22
142523,76802,6,2,4.73
142524,76803,8,1,4.85
142525,76803,14,2,5.27
142526,76803,5,2,5.32
142527,76803,4,1,5.94
142528,76804,3,1,5.54
142529,76805,4,1,6.04
142530,76805,1,2,4.90
142531,76805,16,1,0.67
142532,76806,2,1,5.36
142533,76807,16,1,0.68
142534,76807,3,2,5.52
142535,76807,16,1,0.66
142536,76808,5,2,5.32
142537,76808,11,1,5.38
142538,76809,11,1,5.13
142539,76810,13,1,6.01
142540,76811,8,2,4.78
142541,76811,6,1,4.65
142542,76811,12,1,5.24
142543,76812,5,2,5.29
